Province,Year,x,z,_ID
辽宁省,2014,0.6751,Eastern,164
广东省,2013,0.6753,Eastern,182
四川省,2017,0.6753,Western,252
江西省,2015,0.6755,Central,139
福建省,2009,0.6756,Eastern,225
山东省,2018,0.6756,Eastern,227
湖南省,2017,0.6757,Central,258
河北省,2013,0.6758,Eastern,108
江西省,2006,0.6761,Central,52
河北省,2008,0.6765,Eastern,232
广西壮族自治区,2017,0.6765,Eastern,204
山西省,2008,0.6766,Central,12
陕西省,2018,0.6769,Western,159
山东省,2016,0.6771,Eastern,216
安徽省,2017,0.6772,Central,220
湖南省,2014,0.6773,Central,158
湖南省,2014,0.6773,Central,233
河南省,2019,0.6773,Central,190
广西壮族自治区,2016,0.6778,Eastern,265
湖南省,2018,0.678,Central,233
陕西省,2005,0.6781,Western,154
辽宁省,2006,0.6782,Eastern,15
湖南省,2013,0.6783,Central,205
河南省,2018,0.6783,Central,238
广西壮族自治区,2011,0.6785,Eastern,166
广西壮族自治区,2010,0.6786,Eastern,166
湖南省,2015,0.6787,Central,205
安徽省,2005,0.6791,Central,33
河南省,2007,0.6791,Central,5
安徽省,2006,0.6792,Central,231
内蒙古自治区,2009,0.6792,Central,58
广西壮族自治区,2015,0.6792,Eastern,241
河北省,2010,0.6793,Eastern,255
山东省,2005,0.6795,Eastern,13
安徽省,2019,0.6795,Central,51
山东省,2017,0.6796,Eastern,169
陕西省,2013,0.6798,Western,61
福建省,2010,0.68,Eastern,3
广东省,2015,0.6801,Eastern,152
四川省,2013,0.6802,Western,104
江苏省,2005,0.6804,Eastern,121
山西省,2010,0.6805,Central,136
江苏省,2007,0.6806,Eastern,114
江西省,2013,0.6806,Central,89
吉林省,2011,0.6807,Central,69
黑龙江省,2018,0.6807,Central,72
山东省,2009,0.6808,Eastern,192
内蒙古自治区,2009,0.6808,Central,244
福建省,2019,0.6808,Eastern,211
河北省,2016,0.6809,Eastern,108
吉林省,2011,0.681,Central,201
陕西省,2016,0.6811,Western,66
辽宁省,2017,0.6811,Eastern,246
广西壮族自治区,2010,0.6812,Eastern,151
山东省,2018,0.6812,Eastern,192
湖南省,2012,0.6813,Central,256
四川省,2015,0.6813,Western,252
辽宁省,2015,0.6814,Eastern,271
山东省,2017,0.6814,Eastern,216
广东省,2006,0.6817,Eastern,217
辽宁省,2015,0.6818,Eastern,143
江苏省,2012,0.6819,Eastern,41
宁夏回族自治区,2013,0.6819,Western,209
山东省,2018,0.6819,Eastern,148
山西省,2008,0.682,Central,280
广东省,2015,0.6821,Eastern,126
湖北省,2018,0.6821,Central,60
广东省,2016,0.6824,Eastern,126
山东省,2018,0.6824,Eastern,132
湖北省,2010,0.6825,Central,235
甘肃省,2012,0.6825,Western,261
江西省,2017,0.6825,Central,292
福建省,2010,0.6826,Eastern,225
广东省,2017,0.6826,Eastern,193
河南省,2008,0.6827,Central,172
黑龙江省,2014,0.6827,Central,63
四川省,2016,0.6827,Western,98
辽宁省,2019,0.6828,Eastern,15
辽宁省,2007,0.683,Eastern,271
云南省,2019,0.6835,Western,17
安徽省,2019,0.6836,Central,92
山东省,2005,0.6837,Eastern,173
江苏省,2010,0.6837,Eastern,41
福建省,2007,0.6841,Eastern,211
湖北省,2014,0.6841,Central,235
四川省,2017,0.6842,Western,104
湖南省,2018,0.6843,Central,258
山东省,2010,0.6844,Eastern,13
辽宁省,2015,0.6844,Eastern,15
安徽省,2019,0.6844,Central,277
山东省,2010,0.6845,Eastern,216
内蒙古自治区,2010,0.6846,Central,99
山东省,2014,0.6847,Eastern,115
宁夏回族自治区,2011,0.6852,Western,56
福建省,2013,0.6852,Eastern,298
浙江省,2019,0.6853,Eastern,50
安徽省,2011,0.6854,Central,51
广西壮族自治区,2018,0.6854,Eastern,265
内蒙古自治区,2011,0.6856,Central,58
山东省,2018,0.6856,Eastern,115
四川省,2013,0.6857,Western,87
四川省,2013,0.686,Western,120
安徽省,2017,0.686,Central,231
浙江省,2018,0.686,Eastern,67
广西壮族自治区,2019,0.6866,Eastern,96
云南省,2008,0.6867,Western,140
吉林省,2010,0.6867,Central,201
山西省,2014,0.6867,Central,55
山西省,2007,0.6868,Central,12
江西省,2018,0.687,Central,22
江苏省,2009,0.6872,Eastern,249
广东省,2018,0.6872,Eastern,193
安徽省,2015,0.6873,Central,231
河南省,2005,0.6876,Central,288
广东省,2017,0.6876,Eastern,187
浙江省,2009,0.6877,Eastern,213
湖南省,2012,0.6878,Central,258
安徽省,2014,0.6878,Central,287
江苏省,2012,0.6879,Eastern,249
安徽省,2016,0.688,Central,188
浙江省,2005,0.6881,Eastern,183
四川省,2006,0.6881,Western,120
山东省,2011,0.6881,Eastern,227
江西省,2014,0.6881,Central,89
山东省,2014,0.6883,Eastern,132
广东省,2007,0.6884,Eastern,152
黑龙江省,2007,0.6885,Central,289
广东省,2005,0.6886,Eastern,187
广西壮族自治区,2016,0.6887,Eastern,198
安徽省,2006,0.689,Central,82
湖南省,2019,0.6891,Central,186
江苏省,2006,0.6892,Eastern,114
内蒙古自治区,2019,0.6892,Central,59
云南省,2013,0.6893,Western,29
河南省,2018,0.6893,Central,172
江苏省,2012,0.6896,Eastern,114
浙江省,2013,0.6896,Eastern,185
山西省,2007,0.6897,Central,55
黑龙江省,2009,0.6898,Central,63
辽宁省,2013,0.6898,Eastern,142
河北省,2010,0.6899,Eastern,64
河南省,2017,0.69,Central,288
山东省,2008,0.6901,Eastern,177
辽宁省,2016,0.6901,Eastern,285
湖南省,2019,0.6901,Central,118
广东省,2016,0.6907,Eastern,161
安徽省,2013,0.6908,Central,277
浙江省,2015,0.6908,Eastern,145
广东省,2018,0.6909,Eastern,26
湖北省,2012,0.691,Central,235
浙江省,2006,0.6911,Eastern,185
湖南省,2014,0.6911,Central,205
四川省,2010,0.6912,Western,252
江苏省,2011,0.6915,Eastern,114
贵州省,2010,0.6918,Western,253
浙江省,2012,0.6918,Eastern,183
河北省,2017,0.6918,Eastern,255
湖南省,2009,0.6922,Central,112
辽宁省,2018,0.6922,Eastern,124
四川省,2007,0.6924,Western,120
山东省,2010,0.6926,Eastern,174
山东省,2013,0.6926,Eastern,189
湖南省,2008,0.6928,Central,258
吉林省,2014,0.6929,Central,201
广东省,2019,0.6929,Eastern,187
湖北省,2012,0.6931,Central,156
宁夏回族自治区,2019,0.6934,Western,10
山东省,2018,0.6936,Eastern,173
广西壮族自治区,2015,0.6937,Eastern,278
陕西省,2016,0.6937,Western,61
陕西省,2012,0.6938,Western,159
江苏省,2018,0.6939,Eastern,41
吉林省,2005,0.6942,Central,146
山东省,2006,0.6943,Eastern,192
山东省,2007,0.6943,Eastern,189
黑龙江省,2014,0.6944,Central,289
山东省,2009,0.6946,Eastern,115
天津市,2011,0.6946,Eastern,75
辽宁省,2017,0.6946,Eastern,15
山东省,2010,0.6947,Eastern,192
福建省,2017,0.6947,Eastern,80
湖南省,2016,0.6951,Central,205
山东省,2009,0.6952,Eastern,13
安徽省,2017,0.6952,Central,163
江苏省,2017,0.6954,Eastern,46
江西省,2007,0.6956,Central,45
四川省,2014,0.6956,Western,127
广东省,2014,0.6958,Eastern,193
广东省,2015,0.6959,Eastern,182
江苏省,2018,0.6959,Eastern,221
安徽省,2007,0.696,Central,277
山东省,2019,0.696,Eastern,77
四川省,2011,0.6963,Western,252
广东省,2019,0.6964,Eastern,161
广东省,2009,0.6965,Eastern,162
浙江省,2007,0.6971,Eastern,185
内蒙古自治区,2007,0.6972,Central,244
山东省,2006,0.6973,Eastern,177
辽宁省,2013,0.6973,Eastern,230
安徽省,2019,0.6979,Central,82
安徽省,2016,0.6981,Central,24
山东省,2018,0.6983,Eastern,216
山西省,2006,0.6984,Central,12
吉林省,2015,0.6984,Central,250
内蒙古自治区,2005,0.6988,Central,59
浙江省,2011,0.6988,Eastern,183
江苏省,2014,0.6991,Eastern,170
浙江省,2019,0.6991,Eastern,234
江苏省,2007,0.6993,Eastern,93
四川省,2015,0.6993,Western,105
黑龙江省,2016,0.6993,Central,49
四川省,2010,0.6998,Western,283
宁夏回族自治区,2017,0.6998,Western,56
浙江省,2006,0.7,Eastern,183
广西壮族自治区,2012,0.7,Eastern,151
湖南省,2012,0.7001,Central,158
湖南省,2014,0.7001,Central,150
浙江省,2016,0.7006,Eastern,234
山东省,2015,0.7007,Eastern,132
内蒙古自治区,2011,0.7009,Central,18
山东省,2010,0.701,Eastern,189
安徽省,2005,0.7012,Central,188
福建省,2012,0.7012,Eastern,211
安徽省,2015,0.7012,Central,24
广东省,2015,0.7012,Eastern,161
四川省,2017,0.7013,Western,120
内蒙古自治区,2013,0.7014,Central,99
广东省,2008,0.7015,Eastern,162
福建省,2017,0.7015,Eastern,44
四川省,2011,0.7017,Western,120
河南省,2019,0.7017,Central,128
福建省,2009,0.7019,Eastern,211
浙江省,2010,0.7019,Eastern,219
安徽省,2019,0.7019,Central,287
山东省,2016,0.702,Eastern,169
江苏省,2016,0.7023,Eastern,206
江西省,2019,0.7023,Central,129
陕西省,2016,0.7025,Western,237
广西壮族自治区,2006,0.7029,Eastern,151
云南省,2014,0.703,Western,135
江西省,2016,0.703,Central,292
广东省,2018,0.7031,Eastern,160
广东省,2016,0.7035,Eastern,11
河北省,2014,0.7036,Eastern,210
陕西省,2007,0.7037,Western,159
安徽省,2010,0.7038,Central,33
辽宁省,2010,0.7039,Eastern,143
安徽省,2015,0.7039,Central,269
陕西省,2014,0.7042,Western,61
江苏省,2015,0.7042,Eastern,114
浙江省,2016,0.7042,Eastern,183
浙江省,2016,0.7044,Eastern,67
江苏省,2013,0.7045,Eastern,170
宁夏回族自治区,2010,0.7046,Western,209
浙江省,2009,0.7051,Eastern,81
浙江省,2007,0.7056,Eastern,183
河南省,2019,0.7058,Central,5
山东省,2009,0.7059,Eastern,174
福建省,2011,0.7059,Eastern,211
河南省,2018,0.7062,Central,5
四川省,2010,0.7064,Western,116
河北省,2017,0.7064,Eastern,122
海南省,2018,0.7064,Eastern,176
天津市,2013,0.7071,Eastern,75
山西省,2008,0.7073,Central,141
江西省,2017,0.7076,Central,129
四川省,2006,0.708,Western,215
广东省,2014,0.7081,Eastern,126
山东省,2015,0.7081,Eastern,174
浙江省,2008,0.7085,Eastern,219
广西壮族自治区,2011,0.7086,Eastern,151
安徽省,2015,0.7091,Central,294
甘肃省,2014,0.7092,Western,107
山东省,2007,0.7096,Eastern,192
山东省,2014,0.7098,Eastern,174
内蒙古自治区,2012,0.7099,Central,37
四川省,2016,0.7099,Western,104
山西省,2011,0.71,Central,136
内蒙古自治区,2012,0.71,Central,251
江西省,2010,0.7101,Central,45
山东省,2013,0.7101,Eastern,115
天津市,2012,0.7104,Eastern,75
甘肃省,2006,0.711,Western,261
河南省,2015,0.711,Central,57
广东省,2016,0.7112,Eastern,187
山东省,2019,0.7114,Eastern,115
江苏省,2019,0.7115,Eastern,46
河北省,2008,0.7117,Eastern,64
山东省,2007,0.7119,Eastern,169
内蒙古自治区,2008,0.712,Central,244
浙江省,2014,0.7122,Eastern,67
吉林省,2010,0.7123,Central,273
河北省,2016,0.7125,Eastern,64
浙江省,2008,0.7126,Eastern,183
安徽省,2019,0.7126,Central,294
云南省,2019,0.7126,Western,133
云南省,2007,0.7127,Western,140
黑龙江省,2010,0.7128,Central,63
广西壮族自治区,2008,0.713,Eastern,151
山东省,2006,0.7133,Eastern,173
贵州省,2011,0.7134,Western,85
广西壮族自治区,2008,0.7136,Eastern,265
山东省,2010,0.7138,Eastern,115
广东省,2013,0.7139,Eastern,11
辽宁省,2015,0.7139,Eastern,124
浙江省,2008,0.714,Eastern,213
山东省,2012,0.7145,Eastern,189
湖南省,2010,0.7146,Central,258
浙江省,2015,0.7148,Eastern,213
山东省,2016,0.7148,Eastern,192
山东省,2015,0.7149,Eastern,169
四川省,2006,0.715,Western,42
辽宁省,2016,0.715,Eastern,246
福建省,2010,0.7152,Eastern,211
甘肃省,2011,0.7152,Western,261
湖南省,2015,0.7153,Central,150
湖南省,2016,0.7153,Central,258
山东省,2006,0.7155,Eastern,132
福建省,2015,0.7155,Eastern,211
浙江省,2007,0.7156,Eastern,145
安徽省,2016,0.7156,Central,91
河南省,2019,0.7156,Central,257
山东省,2017,0.7157,Eastern,174
湖北省,2006,0.7158,Central,235
安徽省,2017,0.7159,Central,91
山东省,2011,0.716,Eastern,115
河北省,2018,0.716,Eastern,122
广西壮族自治区,2015,0.7162,Eastern,151
广西壮族自治区,2007,0.7163,Eastern,39
陕西省,2014,0.7164,Western,109
浙江省,2015,0.7164,Eastern,183
内蒙古自治区,2006,0.7165,Central,37
安徽省,2007,0.7166,Central,92
广东省,2008,0.7166,Eastern,161
内蒙古自治区,2015,0.7166,Central,244
宁夏回族自治区,2013,0.7168,Western,10
浙江省,2014,0.7169,Eastern,183
安徽省,2016,0.7172,Central,287
广西壮族自治区,2012,0.7176,Eastern,198
山东省,2016,0.7178,Eastern,77
江西省,2010,0.7179,Central,292
江西省,2014,0.718,Central,7
河北省,2007,0.7185,Eastern,255
河南省,2015,0.7185,Central,238
广东省,2013,0.7186,Eastern,279
河北省,2017,0.7191,Eastern,210
江苏省,2019,0.7191,Eastern,93
四川省,2013,0.7195,Western,42
广西壮族自治区,2015,0.7195,Eastern,198
湖南省,2006,0.7197,Central,78
四川省,2012,0.7197,Western,120
河南省,2019,0.7198,Central,30
山东省,2007,0.7199,Eastern,173
甘肃省,2009,0.7199,Western,281
吉林省,2014,0.7201,Central,245
海南省,2017,0.7201,Eastern,176
广东省,2007,0.7202,Eastern,162
山东省,2008,0.7203,Eastern,192
湖北省,2009,0.7208,Central,282
安徽省,2013,0.7211,Central,294
广东省,2009,0.7213,Eastern,161
海南省,2015,0.7216,Eastern,176
山东省,2018,0.7217,Eastern,169
陕西省,2017,0.7222,Western,237
安徽省,2013,0.7223,Central,82
甘肃省,2006,0.7225,Western,203
四川省,2008,0.7226,Western,36
浙江省,2014,0.7226,Eastern,81
福建省,2016,0.7227,Eastern,44
山东省,2008,0.7228,Eastern,173
辽宁省,2013,0.7228,Eastern,164
江苏省,2011,0.7229,Eastern,272
贵州省,2015,0.7231,Western,253
内蒙古自治区,2018,0.7231,Central,37
辽宁省,2014,0.7232,Eastern,230
四川省,2014,0.7232,Western,42
安徽省,2014,0.7233,Central,277
黑龙江省,2015,0.7233,Central,25
云南省,2010,0.7234,Western,140
黑龙江省,2017,0.7234,Central,63
江西省,2009,0.7237,Central,7
湖南省,2011,0.724,Central,150
福建省,2018,0.724,Eastern,298
安徽省,2006,0.7241,Central,92
黑龙江省,2011,0.7242,Central,297
广西壮族自治区,2013,0.7243,Eastern,198
河北省,2007,0.7246,Eastern,232
山东省,2015,0.7246,Eastern,189
浙江省,2016,0.7249,Eastern,50
福建省,2017,0.725,Eastern,298
河南省,2019,0.725,Central,238
黑龙江省,2005,0.7251,Central,63
山东省,2013,0.7254,Eastern,177
内蒙古自治区,2014,0.7254,Central,99
安徽省,2010,0.7255,Central,24
辽宁省,2016,0.7256,Eastern,15
广西壮族自治区,2017,0.7256,Eastern,265
吉林省,2015,0.7258,Central,245
黑龙江省,2016,0.7258,Central,63
吉林省,2010,0.7262,Central,69
四川省,2011,0.7263,Western,116
浙江省,2013,0.7264,Eastern,67
黑龙江省,2016,0.727,Central,296
江苏省,2010,0.7271,Eastern,114
安徽省,2006,0.7272,Central,277
黑龙江省,2017,0.7272,Central,296
山东省,2006,0.7274,Eastern,216
陕西省,2018,0.7274,Western,237
河北省,2012,0.7275,Eastern,64
浙江省,2010,0.7276,Eastern,81
安徽省,2012,0.7276,Central,294
山东省,2006,0.7277,Eastern,169
陕西省,2011,0.7281,Western,268
新疆维吾尔自治区,2019,0.7281,Western,32
四川省,2019,0.7282,Western,87
安徽省,2008,0.7285,Central,33
江苏省,2018,0.7288,Eastern,206
辽宁省,2008,0.7289,Eastern,271
浙江省,2018,0.7291,Eastern,234
河北省,2018,0.7291,Eastern,232
四川省,2014,0.7292,Western,208
安徽省,2011,0.7297,Central,294
四川省,2007,0.7298,Western,127
江苏省,2015,0.7298,Eastern,41
山东省,2019,0.73,Eastern,173
山东省,2012,0.7302,Eastern,115
广东省,2016,0.7304,Eastern,193
广西壮族自治区,2017,0.7308,Eastern,198
河北省,2015,0.731,Eastern,210
江苏省,2008,0.7313,Eastern,272
四川省,2012,0.7314,Western,105
江西省,2013,0.7314,Central,129
山东省,2009,0.7316,Eastern,173
安徽省,2014,0.7319,Central,220
安徽省,2005,0.7322,Central,294
浙江省,2013,0.7324,Eastern,183
四川省,2014,0.7325,Western,105
安徽省,2012,0.7326,Central,220
河南省,2019,0.7328,Central,172
安徽省,2014,0.7329,Central,82
辽宁省,2014,0.733,Eastern,266
吉林省,2016,0.733,Central,201
浙江省,2012,0.7332,Eastern,234
广东省,2015,0.7335,Eastern,162
辽宁省,2016,0.7335,Eastern,143
河北省,2019,0.7336,Eastern,232
内蒙古自治区,2014,0.7339,Central,251
广东省,2006,0.734,Eastern,119
广东省,2013,0.7341,Eastern,167
甘肃省,2012,0.7344,Western,155
辽宁省,2010,0.7345,Eastern,266
安徽省,2015,0.7347,Central,220
浙江省,2015,0.7347,Eastern,50
安徽省,2019,0.7348,Central,24
江苏省,2006,0.7349,Eastern,93
河南省,2005,0.7351,Central,57
浙江省,2013,0.7353,Eastern,81
浙江省,2015,0.7353,Eastern,67
吉林省,2013,0.7355,Central,245
安徽省,2015,0.7355,Central,287
江苏省,2019,0.7358,Eastern,121
四川省,2019,0.7358,Western,242
黑龙江省,2006,0.7359,Central,197
内蒙古自治区,2017,0.7359,Central,58
江苏省,2019,0.7359,Eastern,221
湖北省,2010,0.7362,Central,282
浙江省,2012,0.7362,Eastern,219
山东省,2008,0.7365,Eastern,169
江西省,2009,0.7367,Central,45
辽宁省,2016,0.7368,Eastern,271
吉林省,2017,0.7369,Central,273
广西壮族自治区,2017,0.737,Eastern,153
河南省,2018,0.7371,Central,288
内蒙古自治区,2007,0.7373,Central,251
宁夏回族自治区,2018,0.7373,Western,70
黑龙江省,2008,0.7374,Central,63
安徽省,2014,0.7376,Central,294
甘肃省,2016,0.7376,Western,203
陕西省,2017,0.7379,Western,109
四川省,2012,0.738,Western,87
云南省,2015,0.738,Western,14
安徽省,2019,0.7381,Central,231
山东省,2005,0.7382,Eastern,284
山东省,2017,0.7383,Eastern,189
四川省,2019,0.7387,Western,21
广西壮族自治区,2011,0.739,Eastern,153
辽宁省,2013,0.7394,Eastern,271
四川省,2009,0.74,Western,36
内蒙古自治区,2005,0.7401,Central,19
吉林省,2007,0.7401,Central,273
吉林省,2012,0.7401,Central,250
广西壮族自治区,2014,0.7401,Eastern,198
安徽省,2006,0.7402,Central,188
四川省,2008,0.7403,Western,127
广东省,2007,0.7405,Eastern,161
内蒙古自治区,2013,0.7409,Central,251
辽宁省,2014,0.7409,Eastern,142
内蒙古自治区,2019,0.741,Central,18
广西壮族自治区,2016,0.7413,Eastern,153
湖南省,2012,0.7414,Central,95
浙江省,2010,0.7416,Eastern,213
福建省,2006,0.7418,Eastern,211
湖北省,2013,0.7419,Central,235
广东省,2014,0.742,Eastern,11
黑龙江省,2018,0.742,Central,214
陕西省,2011,0.7421,Western,66
吉林省,2010,0.7422,Central,245
浙江省,2015,0.7423,Eastern,81
辽宁省,2015,0.7423,Eastern,266
山东省,2018,0.7423,Eastern,77
湖南省,2019,0.7424,Central,233
河南省,2006,0.7425,Central,172
天津市,2014,0.7428,Eastern,75
四川省,2015,0.7429,Western,104
河北省,2008,0.7435,Eastern,255
山东省,2007,0.7437,Eastern,13
广东省,2011,0.7437,Eastern,217
广东省,2013,0.7438,Eastern,161
辽宁省,2015,0.7438,Eastern,164
广西壮族自治区,2011,0.7441,Eastern,198
山东省,2009,0.7442,Eastern,216
山东省,2013,0.7443,Eastern,132
江苏省,2008,0.7444,Eastern,93
浙江省,2014,0.7446,Eastern,50
福建省,2016,0.7446,Eastern,298
山东省,2016,0.7446,Eastern,227
山东省,2017,0.7446,Eastern,173
浙江省,2008,0.7447,Eastern,81
湖南省,2019,0.7447,Central,150
山东省,2012,0.7448,Eastern,9
内蒙古自治区,2014,0.7448,Central,244
四川省,2005,0.7449,Western,36
浙江省,2012,0.745,Eastern,50
内蒙古自治区,2017,0.745,Central,244
内蒙古自治区,2019,0.745,Central,37
江苏省,2007,0.7451,Eastern,272
湖北省,2006,0.7452,Central,282
福建省,2013,0.7453,Eastern,211
浙江省,2017,0.7453,Eastern,67
内蒙古自治区,2018,0.7453,Central,59
陕西省,2019,0.7456,Western,237
河南省,2008,0.7457,Central,110
贵州省,2016,0.7457,Western,253
浙江省,2018,0.7458,Eastern,219
山东省,2017,0.7465,Eastern,77
山东省,2007,0.7466,Eastern,174
黑龙江省,2006,0.7469,Central,63
吉林省,2012,0.7469,Central,273
河南省,2018,0.7469,Central,128
黑龙江省,2006,0.7471,Central,297
陕西省,2013,0.7472,Western,109
江苏省,2017,0.7473,Eastern,206
四川省,2011,0.7474,Western,42
广东省,2014,0.7474,Eastern,26
河北省,2014,0.7474,Eastern,108
湖南省,2015,0.7474,Central,118
浙江省,2010,0.7476,Eastern,183
福建省,2016,0.7476,Eastern,211
天津市,2010,0.7477,Eastern,75
河北省,2010,0.7477,Eastern,108
河南省,2013,0.7478,Central,238
山东省,2007,0.7483,Eastern,177
陕西省,2013,0.7483,Western,66
广东省,2014,0.7485,Eastern,167
陕西省,2012,0.7489,Western,61
浙江省,2011,0.749,Eastern,219
吉林省,2007,0.7493,Central,69
广东省,2009,0.7495,Eastern,126
福建省,2016,0.7495,Eastern,80
安徽省,2005,0.7496,Central,277
陕西省,2011,0.7497,Western,83
吉林省,2018,0.7497,Central,146
湖南省,2006,0.7502,Central,233
广东省,2018,0.7502,Eastern,126
山东省,2015,0.7506,Eastern,216
山东省,2006,0.7507,Eastern,13
山西省,2011,0.7507,Central,76
福建省,2015,0.7507,Eastern,80
辽宁省,2017,0.7507,Eastern,285
山东省,2010,0.7508,Eastern,173
辽宁省,2013,0.7508,Eastern,246
新疆维吾尔自治区,2014,0.751,Western,32
山东省,2013,0.7514,Eastern,192
广西壮族自治区,2006,0.7515,Eastern,39
江西省,2008,0.7516,Central,45
安徽省,2013,0.7516,Central,220
安徽省,2005,0.7519,Central,51
浙江省,2006,0.752,Eastern,145
山西省,2010,0.7521,Central,55
广东省,2015,0.7522,Eastern,217
贵州省,2017,0.7524,Western,85
河北省,2006,0.7525,Eastern,232
江西省,2019,0.7526,Central,292
湖北省,2008,0.7529,Central,282
山东省,2016,0.7542,Eastern,173
新疆维吾尔自治区,2016,0.7544,Western,32
江西省,2019,0.7548,Central,22
甘肃省,2015,0.7549,Western,107
甘肃省,2006,0.7551,Western,86
辽宁省,2018,0.7551,Eastern,271
云南省,2006,0.7553,Western,17
湖北省,2011,0.7554,Central,235
广东省,2005,0.7555,Eastern,162
福建省,2012,0.7556,Eastern,3
甘肃省,2012,0.7557,Western,281
甘肃省,2007,0.7558,Western,155
福建省,2018,0.7558,Eastern,44
广东省,2018,0.7558,Eastern,222
浙江省,2017,0.7559,Eastern,263
新疆维吾尔自治区,2005,0.7566,Western,32
四川省,2012,0.7567,Western,218
广东省,2015,0.7567,Eastern,11
辽宁省,2009,0.7568,Eastern,271
安徽省,2011,0.7569,Central,82
上海市,2012,0.7571,Eastern,6
山东省,2014,0.7575,Eastern,77
湖南省,2017,0.7575,Central,205
辽宁省,2009,0.7577,Eastern,285
河北省,2013,0.7577,Eastern,210
浙江省,2007,0.7578,Eastern,81
江苏省,2006,0.7579,Eastern,100
辽宁省,2005,0.7582,Eastern,73
河北省,2006,0.7584,Eastern,64
吉林省,2006,0.7584,Central,273
云南省,2006,0.7585,Western,140
湖北省,2007,0.7586,Central,282
浙江省,2005,0.7587,Eastern,81
福建省,2008,0.7589,Eastern,168
安徽省,2011,0.7592,Central,24
四川省,2013,0.7593,Western,127
新疆维吾尔自治区,2007,0.7594,Western,32
山东省,2008,0.7594,Eastern,174
山东省,2008,0.7598,Eastern,13
浙江省,2007,0.76,Eastern,219
河南省,2007,0.7601,Central,172
浙江省,2019,0.7601,Eastern,183
湖南省,2016,0.7606,Central,158
江西省,2010,0.7607,Central,7
山东省,2013,0.7607,Eastern,169
吉林省,2005,0.7608,Central,69
吉林省,2012,0.7613,Central,69
湖北省,2013,0.7613,Central,156
四川省,2019,0.762,Western,215
四川省,2016,0.7621,Western,120
吉林省,2007,0.7622,Central,146
山东省,2013,0.7623,Eastern,77
河北省,2012,0.7628,Eastern,165
福建省,2019,0.7628,Eastern,225
山东省,2005,0.7637,Eastern,9
山东省,2008,0.764,Eastern,115
吉林省,2009,0.7641,Central,245
四川省,2010,0.7647,Western,120
四川省,2012,0.7647,Western,42
福建省,2011,0.7648,Eastern,168
广西壮族自治区,2013,0.7648,Eastern,151
广东省,2010,0.7649,Eastern,217
湖南省,2018,0.7651,Central,205
吉林省,2008,0.7654,Central,273
河北省,2007,0.7655,Eastern,64
吉林省,2014,0.7658,Central,273
辽宁省,2006,0.7661,Eastern,271
山东省,2009,0.7661,Eastern,169
江苏省,2012,0.7661,Eastern,93
江苏省,2009,0.7663,Eastern,272
广西壮族自治区,2014,0.7663,Eastern,278
云南省,2015,0.7664,Western,17
广东省,2017,0.7665,Eastern,26
浙江省,2019,0.7665,Eastern,145
江苏省,2008,0.7667,Eastern,121
新疆维吾尔自治区,2009,0.7667,Western,32
河南省,2006,0.7668,Central,57
广东省,2014,0.7668,Eastern,279
江苏省,2017,0.7668,Eastern,221
河南省,2014,0.767,Central,238
四川省,2011,0.7686,Western,105
广东省,2019,0.7689,Eastern,222
福建省,2013,0.769,Eastern,44
安徽省,2012,0.7691,Central,82
吉林省,2006,0.7696,Central,146
天津市,2018,0.7697,Eastern,75
山东省,2006,0.7698,Eastern,174
黑龙江省,2009,0.7699,Central,72
安徽省,2019,0.7701,Central,91
内蒙古自治区,2015,0.7703,Central,18
浙江省,2019,0.7705,Eastern,263
广东省,2010,0.7706,Eastern,11
河南省,2016,0.7707,Central,30
吉林省,2013,0.7708,Central,273
广东省,2012,0.7709,Eastern,279
江苏省,2015,0.7709,Eastern,206
广西壮族自治区,2016,0.771,Eastern,39
江西省,2007,0.7711,Central,89
河北省,2014,0.7712,Eastern,64
宁夏回族自治区,2014,0.7712,Western,10
吉林省,2018,0.7712,Central,273
山东省,2011,0.7713,Eastern,9
福建省,2015,0.7715,Eastern,298
山西省,2014,0.7717,Central,141
辽宁省,2006,0.7719,Eastern,73
河南省,2009,0.7719,Central,57
江苏省,2005,0.7725,Eastern,93
山东省,2011,0.7725,Eastern,173
黑龙江省,2015,0.7726,Central,63
安徽省,2006,0.7727,Central,51
辽宁省,2005,0.773,Eastern,164
辽宁省,2008,0.7733,Eastern,285
山东省,2014,0.7733,Eastern,169
河北省,2015,0.7733,Eastern,108
安徽省,2009,0.7735,Central,188
湖南省,2019,0.7736,Central,205
河北省,2009,0.7737,Eastern,108
黑龙江省,2011,0.7737,Central,197
浙江省,2018,0.7737,Eastern,16
广东省,2015,0.7742,Eastern,187
江苏省,2018,0.7742,Eastern,180
浙江省,2011,0.7743,Eastern,16
云南省,2015,0.7744,Western,199
江苏省,2005,0.7745,Eastern,100
内蒙古自治区,2007,0.7748,Central,37
广东省,2008,0.7749,Eastern,126
浙江省,2019,0.7749,Eastern,67
河北省,2011,0.775,Eastern,64
河北省,2016,0.775,Eastern,165
浙江省,2018,0.7751,Eastern,81
广东省,2015,0.7753,Eastern,193
河南省,2005,0.7755,Central,238
江苏省,2005,0.7757,Eastern,46
江苏省,2009,0.7757,Eastern,114
江苏省,2012,0.7759,Eastern,272
湖南省,2013,0.7759,Central,258
黑龙江省,2014,0.776,Central,296
内蒙古自治区,2016,0.776,Central,244
浙江省,2006,0.7764,Eastern,81
